"occupation_id","alias","alias_type","source","weight"
"occ_11_1021_00","Area Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Boards and Commissions Director","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Business Coordinator","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Business Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","business unit manager","manual_seed","src_onet_30_1","0.85"
"occ_11_1021_00","Center Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Chief Administrative Officer (CAO)","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Corporate Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Department Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Department Store General Manager (Dept Store GM)","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Department Store Manager (Dept Store Manager)","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","District Commercial Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","District Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","District Plant Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","District Traffic Chief","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","District Wire Chief","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Division Toll Wire Chief","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Division Traffic Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Drilling and Production Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Electrical Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Equipment Maintenance Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Field Party Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Fish and Game Club Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","general manager","manual_seed","src_onet_30_1","0.85"
"occ_11_1021_00","General Manager (GM)","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","General Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Golf and Operations Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Golf Course Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Gym Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Installation Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","IO Manager (Industrial Organization Manager)","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Laundry Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Line Construction Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Manufacturing Operations Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Mine Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Movie Theater Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Newspaper Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Nonprofit Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Office Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Offshoring Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Operational Risk Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Operations Director","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Operations General Manager (Operations GM)","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Operations Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Operations Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Park Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Parks and Recreation Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Plant Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Print Production Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Printing Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Prison Warden","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Program Director","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Program Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Public Works Director","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Publication Director","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Refinery Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Revenue Director","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Revenue Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Roads Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Shelter Director","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Shift Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Shop Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Site Operations Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Solid Waste Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Sports Team Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Store Director","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Store Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Street Commissioner","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Street Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Substation Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Theatre Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Training Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Venue Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Water and Sewer Systems Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Water Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_1021_00","Zoo Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Account Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Brand Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Business Developer","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Business Development Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Business Development Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Category Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Channel Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Commercial Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Commercial Lines Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","demand generation manager","manual_seed","src_onet_30_1","0.85"
"occ_11_2021_00","Digital Marketing Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Digital Product Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Fashion Coordinator","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Fashion Marketer","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","growth marketing manager","manual_seed","src_onet_30_1","0.85"
"occ_11_2021_00","Internet Marketing Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Market Analysis Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Market Development Executive","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Market Research Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Marketing Administrator","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Marketing Communications Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Marketing Coordinator","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Marketing Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Marketing Executive","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Marketing Manager","short_title","src_onet_30_1","0.95"
"occ_11_2021_00","Marketing Operations Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Marketing Product Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Marketing Sales Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Media Marketing Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Membership Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Pricing Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Product Line Manager (PLM)","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Product Management Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Product Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Product Marketing Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Sales and Marketing Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Sales and Marketing Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Sales and Marketing Vice President (Sales and Marketing VP)","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Sales Marketing Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Sustainable Products Marketing Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","Technical Product Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2021_00","World Trade and Maritime Division Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Account Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Area Sales Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Area Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","BD Director (Business Development Director)","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","BD Executive (Business Development Executive)","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","BD Manager (Business Development Manager)","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Business Developer","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Channel Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Client Relationship Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Commercial Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Commercial Sales Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Dealership Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Department Store Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","District Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","District Sales Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Division Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","E-Commerce Director (Electronic Commerce Director)","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Export Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Fractional Sales Executive","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Global Account Manager (GAM)","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Hotel Sales Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Import Export Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Inside Sales Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Marketing Sales Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","National Account Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","National Sales Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Professional Equipment Sales and Service Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Regional Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Regional Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Regional Sales Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Regional Sales Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Retail Chain Store Area Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Retail District Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","revenue manager","manual_seed","src_onet_30_1","0.85"
"occ_11_2022_00","Sales Account Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Sales and Marketing Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Sales and Marketing Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Sales and Marketing VP (Sales and Marketing Vice President)","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Sales Coordinator","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Sales Director","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Sales Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Sales Operations Manager (Sales Ops Manager)","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Sales Promotion Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Sales Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Sales VP (Sales Vice President)","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Territory Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Territory Sales Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Utility Sales and Service Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Vehicle Leasing and Rental Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_2022_00","Zone Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Application Development Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Chief Information Security Officer (CISO)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Computer and Information Systems Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Computer Operations Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Computer Programming Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Computer Security Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Computer Systems Information Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Computing Services Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Consulting Technical Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Cyber Workforce Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Cybersecurity All-Source Collection Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Cybersecurity All-Source Collection Requirements Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Data Center Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Data Operations Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Data Processing Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Data Systems Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Development Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Digital Transformation Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Enterprise Architecture Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Enterprise Architecture Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Security Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Services Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Support Project Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Systems Administrator","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Systems Director (IS Director)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","information systems manager","manual_seed","src_onet_30_1","0.85"
"occ_11_3021_00","Information Systems Manager (IS Manager)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Systems Operator","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Systems Supervisor (IS Supervisor)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Technology Account Manager (IT Account Manager)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Technology Administrator (IT Administrator)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Technology Coordinator (IT Coordinator)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Technology Director (IT Director)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Technology Manager (IT Manager)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Information Technology Systems Director (ITS Director)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Interactive Media Project Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Internet and E-Business Project Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Internet Technology Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","IT Infrastructure Director (Information Technology Infrastructure Director)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","IT Manager","short_title","src_onet_30_1","0.95"
"occ_11_3021_00","IT Portfolio Manager (Information Technology Portfolio Manager)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Knowledge Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","MIS Director (Management Information Systems Director)","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Network Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Network Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Product Solutions Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Product Support Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Programming and Software Development Project Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Software Development Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Software Engineering Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Software Project Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","System Development Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Systems Development Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Systems Engineering Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Systems Tester Administrator","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Technical Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Technical Services Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Technical Solutions Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Technical Support Content Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","Technology Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3021_00","technology manager","manual_seed","src_onet_30_1","0.85"
"occ_11_3031_00","Accountant Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Accounting Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Accounting Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Accounting Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Accounts Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Accounts Payable Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Accounts Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Actuarial Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Asset Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","ATM Manager (Automated Teller Machine Manager)","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Auditing Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Auditor Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Auto Finance Manager (Automotive Finance Manager)","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Bank Branch Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Bank Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Banking Branch Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Banking Center Manager (BCM)","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Banking Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Banking Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Branch Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","budget manager","manual_seed","src_onet_30_1","0.85"
"occ_11_3031_00","Business Banking Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Cash Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","City Comptroller","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Collections Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Comptroller","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Cost Accounting Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Credit Administration Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Credit and Collection Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Credit Department Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Credit Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Credit Office Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Credit Union Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","District Branch Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Exchange Floor Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Finance Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Finance Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Financial Center Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Financial Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Financial Institution Branch Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Financial Institution Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Financial Manager","short_title","src_onet_30_1","0.95"
"occ_11_3031_00","Financial Officer","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Financial Planning and Analysis Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Financial Planning Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Financial Reporting Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Financial Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Financial Systems Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Fiscal Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","International Bank Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Investment Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Paymaster","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Reimbursement Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Residential Mortgage Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Revenue Cycle Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Risk and Insurance Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Risk Management Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Tax Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3031_00","Tax Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Aerial Planting and Cultivation Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Air Export Logistics Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Airport Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Ammunition Storage Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Area Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Auto Fleet Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Automotive Services Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Bridges Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Building Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Bulk Plant Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Bus Transportation Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Canal Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Car Inspection and Repair Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Cargo and Ramp Services Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Chief Wharfinger","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Cold Storage Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Communications and Signals Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Compressor Stations Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Contract Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Corporate Logistics Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Corporate Traffic Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Customer Logistics Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Delivery Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Dispatch Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Distribution Center Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Distribution Center Operations Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Distribution Center Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Distribution Coordinator","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Distribution Manager","short_title","src_onet_30_1","0.95"
"occ_11_3071_00","Distribution Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Division Road Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Division Roadmaster","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Dock Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Dockmaster","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Driver Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Fleet Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Flight Control Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Flight Operations Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Flight Reservations Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Flight Superintendent","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Freight Coordinator","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Fulfillment Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","General Car Yard Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","General Road Foreman","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","General Road Supervisor","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Global Logistics Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Global Transportation Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Harbor Department Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Import Coordinator","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Import Export Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Import Manager","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Integrated Logistics Programs Director","alternate_title","src_onet_30_1","0.75"
"occ_11_3071_00","Integrated Logistics Support Manager (ILS Manager)","alternate_title","src_onet_30_1","0.75"
